inv_id,source_type,dd,mm,yyyy,collection_origin,capture_mode,capture_region,capture_locality,collector,order,family,genus,species,caste,identifier,identification_year,photographer,specimen_state,device,device_type,n_photos
2020.00410,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
2020.00449,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.00449,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
2020.00470,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.00470,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
2020.00471,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
2020.00471,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.03706,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,terrestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
2020.03706,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,terrestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
2020.03886,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.03886,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
2020.03926,collection,,,2020,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,drone,Frederic VYGHEN,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.03926,collection,,,2020,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,drone,Frederic VYGHEN,,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
2020.03930,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.03930,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
2020.03936,collection,,,2020,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.03936,collection,,,2020,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pyrenaeus,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
2020.04010,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.04010,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
2020.04013,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.04013,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Frederic VYGHEN,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
2020.04044,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.04044,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
2020.06110,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
2020.06110,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
2020.06114,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
2020.06114,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
2020.06124,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
2020.06124,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
2020.06138,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
2020.06138,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
2020.06145,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,5
2020.06145,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,lucorum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
2020.06207,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.06207,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
2020.06243,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.06243,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
2020.06244,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,Col du Granier,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.06244,collection,,,2020,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,Col du Granier,,Hymenoptera,Apidae,Bombus,rupestris,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,3
2020.06348,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
2020.06348,collection,,,2020,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,drone,Frederic VYGHEN,2020,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
20A.07897,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Frederic VYGHEN,2018,Basile PETIT,pinned,Smartphone Samsung s10,S,3
20A.07897,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Frederic VYGHEN,2018,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
42230,collection,,,,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,lucorum,queen,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,5
42230,collection,,,,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,lucorum,queen,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
5100,collection,11,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Lac de l'Orceyrette,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,cryptarum,queen,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,5
5100,collection,11,8,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Lac de l'Orceyrette,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,cryptarum,queen,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
63970,collection,13,5,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Chateau de Montlosier,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,terrestris,queen,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,5
63970,collection,13,5,2022,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Chateau de Montlosier,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,terrestris,queen,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
73110,collection,12,7,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Aiguille Rousse,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,lucorum,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,5
73110,collection,12,7,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Aiguille Rousse,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,lucorum,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
73440,collection,20,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,lucorum,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,5
73440,collection,20,8,2021,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,Cime de Caron,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,lucorum,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
ABAURA4898,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA4898,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4902,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4902,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA4904,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA4904,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4915,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4915,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA4923,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4923,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA4923b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4923b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
ABAURA4926,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA4926,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4928,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4928,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
ABAURA4936,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA4936,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
ABAURA5103,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA5103,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA5591,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA5591,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA5593,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA5593,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
ABAURA5633,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA5633,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,drone,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA5667,collection,,,,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA5667,collection,,,,Yvan BRUGEROLLES,net,Auvergne-Rhônes Alpes,,Yvan BRUGEROLLES,Hymenoptera,Apidae,Bombus,monticola,worker,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
ABAURA5676,collection,20,3,2021,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
ABAURA5676,collection,20,3,2021,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Yvan BRUGEROLLES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,5
ABAURA57210,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA57210,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA7150,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7150,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA7151,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7151,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,sylvarum,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA7153,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA7153,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7155,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7155,collection,,,2021,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,fondatrice,Frederic VYGHEN,2021,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA7163,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7163,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA7548,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA7548,collection,,,,Arthropologia Lyon (stock pratorum),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,pratorum,worker,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7781,collection,,,2022,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7781,collection,,,2022,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
ABAURA7781b,collection,,,2022,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA7781b,collection,,,2022,Arthropologia,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,drone,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
ABAURA7910,collection,,,,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,5
ABAURA7910,collection,,,,Arthropologia Lyon,net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,5
ABAURA8150,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA8150,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,soroeensis,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA8150b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA8150b,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA8150c,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA8150c,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,ruderarius,fondatrice,Yvan BRUGEROLLES,2023,Basile PETIT,pinned,Canon EOS 70D - 40mm,P,2
ABAURA8150d,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
ABAURA8150d,collection,,,,Arthropologia Lyon (stock soroeensis),net,Auvergne-Rhônes Alpes,,,Hymenoptera,Apidae,Bombus,wurflenii,worker,Yvan BRUGEROLLES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
