id,espece,role,appareil,chemin_wide,chemin_crop_large,statut,area_ratio,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w,bbox_h,bbox_area,bbox_valid
CD387313_P2,Bombus_ruderarius,worker,P2,data/images/orga_widecrop/Bombus_ruderarius/worker/CD387313_P2.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/CD387313_P2.JPG,paire_exploitable,0.1571172365579209,0,0,697,523,697,523,364531,True
CD387313_S1,Bombus_ruderarius,worker,S1,data/images/orga_widecrop/Bombus_ruderarius/worker/CD387313_S1.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/CD387313_S1.jpg,paire_exploitable,0.3775592607731687,0,0,1854,1391,1854,1391,2578914,True
CD387313_S2,Bombus_ruderarius,worker,S2,data/images/orga_widecrop/Bombus_ruderarius/worker/CD387313_S2.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/CD387313_S2.jpg,paire_exploitable,0.3451878448110581,0,0,1772,1330,1772,1330,2356760,True
CD387313_S3,Bombus_ruderarius,worker,S3,data/images/orga_widecrop/Bombus_ruderarius/worker/CD387313_S3.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/CD387313_S3.jpg,paire_exploitable,0.3449283050781175,0,0,1772,1329,1772,1329,2354988,True
CD387766b_P1,Bombus_ruderarius,worker,P1,data/images/orga_widecrop/Bombus_ruderarius/worker/CD387766b_P1.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/CD387766b_P1.JPG,paire_exploitable,0.2786769316984002,0,0,708,531,708,531,375948,True
CD387766b_P2,Bombus_ruderarius,worker,P2,data/images/orga_widecrop/Bombus_ruderarius/worker/CD387766b_P2.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/CD387766b_P2.JPG,paire_exploitable,0.4032920326572694,0,0,712,534,712,534,380208,True
CD387766b_S1,Bombus_ruderarius,worker,S1,data/images/orga_widecrop/Bombus_ruderarius/worker/CD387766b_S1.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/CD387766b_S1.jpg,paire_exploitable,0.4941993554051167,0,0,1777,1333,1777,1333,2368741,True
D264515_P1,Bombus_ruderarius,worker,P1,data/images/orga_widecrop/Bombus_ruderarius/worker/D264515_P1.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/D264515_P1.JPG,paire_exploitable,0.1993115707777873,0,0,2171,1629,2171,1629,3536559,True
D264515_P2,Bombus_ruderarius,worker,P2,data/images/orga_widecrop/Bombus_ruderarius/worker/D264515_P2.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/D264515_P2.JPG,paire_exploitable,0.1989751729498499,0,0,2170,1627,2170,1627,3530590,True
D264515_S1,Bombus_ruderarius,worker,S1,data/images/orga_widecrop/Bombus_ruderarius/worker/D264515_S1.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/D264515_S1.jpg,paire_exploitable,0.3698236140439117,0,0,1835,1376,1835,1376,2524960,True
D264515_S2,Bombus_ruderarius,worker,S2,data/images/orga_widecrop/Bombus_ruderarius/worker/D264515_S2.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/D264515_S2.jpg,paire_exploitable,0.3572344723251113,0,0,1804,1352,1804,1352,2439008,True
D264515_S3,Bombus_ruderarius,worker,S3,data/images/orga_widecrop/Bombus_ruderarius/worker/D264515_S3.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/D264515_S3.jpg,paire_exploitable,0.3310555255379334,0,0,1736,1302,1736,1302,2260272,True
POLLINIS4402_P1,Bombus_ruderarius,worker,P1,data/images/orga_widecrop/Bombus_ruderarius/worker/POLLINIS4402_P1.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/POLLINIS4402_P1.JPG,paire_exploitable,0.4209830310682583,0,0,685,514,685,514,352090,True
POLLINIS4402_P2,Bombus_ruderarius,worker,P2,data/images/orga_widecrop/Bombus_ruderarius/worker/POLLINIS4402_P2.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/POLLINIS4402_P2.JPG,paire_exploitable,0.3957678239675881,0,0,668,501,668,501,334668,True
POLLINIS4455_P1,Bombus_ruderarius,worker,P1,data/images/orga_widecrop/Bombus_ruderarius/worker/POLLINIS4455_P1.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/POLLINIS4455_P1.JPG,paire_exploitable,0.3272595752145912,0,0,2157,1619,2157,1619,3492183,True
POLLINIS4455_P2,Bombus_ruderarius,worker,P2,data/images/orga_widecrop/Bombus_ruderarius/worker/POLLINIS4455_P2.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/POLLINIS4455_P2.JPG,paire_exploitable,0.3338879552035445,0,0,2155,1617,2155,1617,3484635,True
POLLINIS4455_S1,Bombus_ruderarius,worker,S1,data/images/orga_widecrop/Bombus_ruderarius/worker/POLLINIS4455_S1.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/POLLINIS4455_S1.jpg,paire_exploitable,0.3693534545954131,0,0,1834,1375,1834,1375,2521750,True
POLLINIS4455_S3,Bombus_ruderarius,worker,S3,data/images/orga_widecrop/Bombus_ruderarius/worker/POLLINIS4455_S3.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/POLLINIS4455_S3.jpg,paire_exploitable,0.421453295543629,0,0,1672,1254,1672,1254,2096688,True
VAN-2019.00795_P1,Bombus_ruderarius,worker,P1,data/images/orga_widecrop/Bombus_ruderarius/worker/VAN-2019.00795_P1.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/VAN-2019.00795_P1.JPG,paire_exploitable,0.2771303556031878,0,0,677,508,677,508,343916,True
VAN-2019.00795_P2,Bombus_ruderarius,worker,P2,data/images/orga_widecrop/Bombus_ruderarius/worker/VAN-2019.00795_P2.JPG,data/images/orga_cropping/Bombus_ruderarius/worker/VAN-2019.00795_P2.JPG,paire_exploitable,0.1771014298042093,0,0,676,507,676,507,342732,True
VAN-2019.00795_S1,Bombus_ruderarius,worker,S1,data/images/orga_widecrop/Bombus_ruderarius/worker/VAN-2019.00795_S1.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/VAN-2019.00795_S1.jpg,paire_exploitable,0.311403831079757,0,0,1687,1266,1687,1266,2135742,True
VAN-2019.00795_S2,Bombus_ruderarius,worker,S2,data/images/orga_widecrop/Bombus_ruderarius/worker/VAN-2019.00795_S2.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/VAN-2019.00795_S2.jpg,paire_exploitable,0.2958739773482743,0,0,1641,1231,1641,1231,2020071,True
VAN-2019.00795_S3,Bombus_ruderarius,worker,S3,data/images/orga_widecrop/Bombus_ruderarius/worker/VAN-2019.00795_S3.jpg,data/images/orga_cropping/Bombus_ruderarius/worker/VAN-2019.00795_S3.jpg,paire_exploitable,0.28875711369378,0,0,1622,1216,1622,1216,1972352,True
15L2021-1420_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1420_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1420_P1.JPG,paire_exploitable,0.2052291067023026,0,0,2203,1653,2203,1653,3641559,True
15L2021-1420_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1420_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1420_P2.JPG,paire_exploitable,0.2038344280211219,0,0,2196,1647,2196,1647,3616812,True
15L2021-1420_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1420_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1420_S1.jpg,paire_exploitable,0.3828357527992429,0,0,1867,1400,1867,1400,2613800,True
15L2021-1420_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1420_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1420_S2.jpg,paire_exploitable,0.3707648117436163,0,0,1837,1378,1837,1378,2531386,True
15L2021-1420_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1420_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1420_S3.jpg,paire_exploitable,0.3753533336135737,0,0,1849,1386,1849,1386,2562714,True
15L2021-1498_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1498_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1498_P1.JPG,paire_exploitable,0.2060682132963989,0,0,2208,1656,2208,1656,3656448,True
15L2021-1498_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1498_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1498_P2.JPG,paire_exploitable,0.2035251381434672,0,0,2194,1646,2194,1646,3611324,True
15L2021-1498_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1498_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1498_S1.jpg,paire_exploitable,0.4127226611434893,0,0,1938,1454,1938,1454,2817852,True
15L2021-1498_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1498_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1498_S2.jpg,paire_exploitable,0.4158514917163324,0,0,1946,1459,1946,1459,2839214,True
15L2021-1498_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1498_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1498_S3.jpg,paire_exploitable,0.381674561488434,0,0,1864,1398,1864,1398,2605872,True
15L2021-1499_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1499_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1499_P1.JPG,paire_exploitable,0.2077827770624134,0,0,2217,1663,2217,1663,3686871,True
15L2021-1499_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1499_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1499_P2.JPG,paire_exploitable,0.2037416072433344,0,0,2195,1647,2195,1647,3615165,True
15L2021-1499_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1499_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1499_S1.jpg,paire_exploitable,0.3453826460778815,0,0,1773,1330,1773,1330,2358090,True
15L2021-1499_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1499_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1499_S2.jpg,paire_exploitable,0.3592844261074122,0,0,1809,1356,1809,1356,2453004,True
15L2021-1499_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1499_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1499_S3.jpg,paire_exploitable,0.3661376225545301,0,0,1826,1369,1826,1369,2499794,True
15L2021-1514_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1514_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1514_P1.JPG,paire_exploitable,0.2065039693703832,0,0,2210,1658,2210,1658,3664180,True
15L2021-1514_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1514_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1514_P2.JPG,paire_exploitable,0.2015205024021814,0,0,2183,1638,2183,1638,3575754,True
15L2021-1514_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1514_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1514_S1.jpg,paire_exploitable,0.3955863012819827,0,0,1898,1423,1898,1423,2700854,True
15L2021-1514_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1514_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1514_S2.jpg,paire_exploitable,0.4141433921872389,0,0,1942,1456,1942,1456,2827552,True
15L2021-1514_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1514_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1514_S3.jpg,paire_exploitable,0.4107377387615414,0,0,1934,1450,1934,1450,2804300,True
15L2021-1546_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1546_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1546_P1.JPG,paire_exploitable,0.2077827770624134,0,0,2217,1663,2217,1663,3686871,True
15L2021-1546_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1546_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1546_P2.JPG,paire_exploitable,0.2089401907317636,0,0,2224,1667,2224,1667,3707408,True
15L2021-1546_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1546_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1546_S1.jpg,paire_exploitable,0.4229344950714547,0,0,1963,1471,1963,1471,2887573,True
15L2021-1546_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1546_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1546_S2.jpg,paire_exploitable,0.4015847156289642,0,0,1912,1434,1912,1434,2741808,True
15L2021-1546_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1546_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1546_S3.jpg,paire_exploitable,0.420065497165788,0,0,1955,1467,1955,1467,2867985,True
15L2021-1731_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1731_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1731_P1.JPG,paire_exploitable,0.2040510661934441,0,0,2197,1648,2197,1648,3620656,True
15L2021-1731_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1731_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1731_P2.JPG,paire_exploitable,0.2073456684087892,0,0,2215,1661,2215,1661,3679115,True
15L2021-1731_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1731_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1731_S1.jpg,paire_exploitable,0.3861239395963747,0,0,1875,1406,1875,1406,2636250,True
15L2021-1731_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1731_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1731_S2.jpg,paire_exploitable,0.38051512778304,0,0,1861,1396,1861,1396,2597956,True
15L2021-1731_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1731_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1731_S3.jpg,paire_exploitable,0.3989286809127421,0,0,1906,1429,1906,1429,2723674,True
15L2021-1757_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1757_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1757_P1.JPG,paire_exploitable,0.2052291067023026,0,0,2203,1653,2203,1653,3641559,True
15L2021-1757_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1757_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1757_P2.JPG,paire_exploitable,0.2048877494156856,0,0,2202,1651,2202,1651,3635502,True
15L2021-1757_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1757_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1757_S1.jpg,paire_exploitable,0.3527584372017106,0,0,1792,1344,1792,1344,2408448,True
15L2021-1757_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1757_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1757_S2.jpg,paire_exploitable,0.348049812295065,0,0,1780,1335,1780,1335,2376300,True
15L2021-1757_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1757_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1757_S3.jpg,paire_exploitable,0.3258635591421772,0,0,1722,1292,1722,1292,2224824,True
15L2021-1758_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1758_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1758_P1.JPG,paire_exploitable,0.206286034975906,0,0,2209,1657,2209,1657,3660313,True
15L2021-1758_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1758_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1758_P2.JPG,paire_exploitable,0.1990974686922899,0,0,2170,1628,2170,1628,3532760,True
15L2021-1758_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1758_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1758_S1.jpg,paire_exploitable,0.4217857534656683,0,0,1959,1470,1959,1470,2879730,True
15L2021-1758_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1758_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1758_S2.jpg,paire_exploitable,0.3967684373906531,0,0,1901,1425,1901,1425,2708925,True
15L2021-1758_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/15L2021-1758_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/15L2021-1758_S3.jpg,paire_exploitable,0.3982312044972436,0,0,1904,1428,1904,1428,2718912,True
2020.00470_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/2020.00470_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.00470_P1.JPG,paire_exploitable,0.1670754847965937,0,0,380,285,380,285,108300,True
2020.00470_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/2020.00470_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.00470_P2.JPG,paire_exploitable,0.1920230075909637,0,0,382,287,382,287,109634,True
2020.00470_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/2020.00470_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.00470_S1.jpg,paire_exploitable,0.4311649218283022,0,0,1981,1486,1981,1486,2943766,True
2020.00470_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/2020.00470_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.00470_S2.jpg,paire_exploitable,0.2823897750719117,0,0,1604,1202,1604,1202,1928008,True
2020.00470_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/2020.00470_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.00470_S3.jpg,paire_exploitable,0.2406724087649374,0,0,1481,1110,1481,1110,1643910,True
2020.00471_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/2020.00471_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.00471_P1.JPG,paire_exploitable,0.1150592616210641,0,0,395,296,395,296,116920,True
2020.00471_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/2020.00471_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.00471_P2.JPG,paire_exploitable,0.0972522279233054,0,0,402,301,402,301,121002,True
2020.00471_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/2020.00471_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.00471_S1.jpg,paire_exploitable,0.4117296140840437,0,0,1936,1452,1936,1452,2811072,True
2020.00471_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/2020.00471_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.00471_S2.jpg,paire_exploitable,0.3970468713818045,0,0,1901,1426,1901,1426,2710826,True
2020.00471_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/2020.00471_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.00471_S3.jpg,paire_exploitable,0.4074165968628794,0,0,1925,1445,1925,1445,2781625,True
2020.06243_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/2020.06243_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.06243_P1.JPG,paire_exploitable,0.1283500107577729,0,0,386,289,386,289,111554,True
2020.06243_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/2020.06243_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.06243_P2.JPG,paire_exploitable,0.1699083389224234,0,0,380,286,380,286,108680,True
2020.06243_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/2020.06243_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.06243_S1.jpg,paire_exploitable,0.3134342130490192,0,0,1689,1267,1689,1267,2139963,True
2020.06243_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/2020.06243_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.06243_S2.jpg,paire_exploitable,0.2632885088151827,0,0,1549,1161,1549,1161,1798389,True
2020.06243_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/2020.06243_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.06243_S3.jpg,paire_exploitable,0.3033117240629803,0,0,1662,1246,1662,1246,2070852,True
2020.06244_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/2020.06244_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.06244_P1.JPG,paire_exploitable,0.2117490207697033,0,0,360,270,360,270,97200,True
2020.06244_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/2020.06244_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/2020.06244_P2.JPG,paire_exploitable,0.1113871635610766,0,0,358,269,358,269,96302,True
2020.06244_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/2020.06244_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.06244_S1.jpg,paire_exploitable,0.3521025574476991,0,0,1790,1343,1790,1343,2403970,True
2020.06244_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/2020.06244_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.06244_S2.jpg,paire_exploitable,0.3345609230709292,0,0,1745,1309,1745,1309,2284205,True
2020.06244_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/2020.06244_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/2020.06244_S3.jpg,paire_exploitable,0.3070958485213632,0,0,1672,1254,1672,1254,2096688,True
VAN-2019.00783_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00783_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00783_P1.JPG,paire_exploitable,0.1466562101917435,0,0,376,282,376,282,106032,True
VAN-2019.00783_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00783_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00783_P2.JPG,paire_exploitable,0.1871659791924885,0,0,371,278,371,278,103138,True
VAN-2019.00783_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00783_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00783_S1.jpg,paire_exploitable,0.4416996267323799,0,0,2006,1504,2006,1504,3017024,True
VAN-2019.00783_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00783_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00783_S2.jpg,paire_exploitable,0.4014462780997173,0,0,1916,1437,1916,1437,2753292,True
VAN-2019.00783_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00783_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00783_S3.jpg,paire_exploitable,0.4316999019689369,0,0,1983,1487,1983,1487,2948721,True
VAN-2019.00785_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00785_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00785_P1.JPG,paire_exploitable,0.2148033675832753,0,0,382,286,382,286,109252,True
VAN-2019.00785_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00785_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00785_P2.JPG,paire_exploitable,0.217915559904935,0,0,387,290,387,290,112230,True
VAN-2019.00785_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00785_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00785_S1.jpg,paire_exploitable,0.3632021285773312,0,0,1818,1364,1818,1364,2479752,True
VAN-2019.00785_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00785_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00785_S2.jpg,paire_exploitable,0.3796661380563145,0,0,1859,1395,1859,1395,2593305,True
VAN-2019.00785_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00785_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00785_S3.jpg,paire_exploitable,0.3638682610295964,0,0,1820,1365,1820,1365,2484300,True
VAN-2019.00787_P1,Bombus_rupestris,male,P1,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00787_P1.JPG,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00787_P1.JPG,paire_exploitable,0.1632297767411671,0,0,379,284,379,284,107636,True
VAN-2019.00787_P2,Bombus_rupestris,male,P2,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00787_P2.JPG,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00787_P2.JPG,paire_exploitable,0.1712201252872509,0,0,429,322,429,322,138138,True
VAN-2019.00787_S1,Bombus_rupestris,male,S1,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00787_S1.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00787_S1.jpg,paire_exploitable,0.4084358247902639,0,0,1928,1447,1928,1447,2789816,True
VAN-2019.00787_S2,Bombus_rupestris,male,S2,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00787_S2.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00787_S2.jpg,paire_exploitable,0.3306107049008337,0,0,1735,1301,1735,1301,2257235,True
VAN-2019.00787_S3,Bombus_rupestris,male,S3,data/images/orga_widecrop/Bombus_rupestris/male/VAN-2019.00787_S3.jpg,data/images/orga_cropping/Bombus_rupestris/male/VAN-2019.00787_S3.jpg,paire_exploitable,0.3721114304257022,0,0,1841,1380,1841,1380,2540580,True
